0	-0.060
1	-0.065
2	-0.060
3	-0.075
4	-0.065
5	-0.070
6	-0.070
7	-0.090
8	-0.080
9	-0.095
10	-0.080
11	-0.095
12	-0.080
13	-0.095
14	-0.085
15	-0.090
16	-0.090
17	-0.100
18	-0.085
19	-0.105
20	-0.090
21	-0.045
22	0.005
23	0.015
24	0.045
25	0.155
26	0.140
27	0.045
28	0.005
29	-0.040
30	-0.085
31	-0.200
32	-0.195
33	-0.200
34	-0.200
35	-0.240
36	-0.130
37	0.340
38	1.155
39	1.470
40	-0.155
41	-0.825
42	-0.590
43	-0.350
44	-0.155
45	-0.170
46	-0.140
47	-0.155
48	-0.115
49	-0.125
50	-0.090
51	-0.095
52	-0.065
53	-0.055
54	-0.015
55	-0.005
56	0.035
57	0.045
58	0.090
59	0.110
60	0.150
61	0.180
62	0.205
63	0.225
64	0.230
65	0.220
66	0.235
67	0.230
68	0.200
69	0.170
70	0.120
71	0.075
72	0.040
73	0.020
74	0.005
75	-0.005
76	-0.005
77	-0.010
78	-0.015
79	-0.010
80	0.000
81	-0.005
82	-0.020
83	-0.020
84	-0.015
85	-0.025
86	-0.035
87	-0.045
88	-0.045
89	-0.060
90	-0.065
91	-0.070
92	-0.055
93	-0.060
94	-0.080
95	-0.075
96	-0.090
97	-0.065
98	-0.075
99	-0.080
100	-0.080
101	-0.085
102	-0.090
103	-0.075
104	-0.085
105	-0.095
106	-0.105
107	-0.090
108	-0.095
109	-0.070
110	-0.045
111	0.005
112	0.030
113	0.070
114	0.195
115	0.145
116	0.050
117	-0.015
118	-0.025
119	-0.115
120	-0.180
121	-0.190
122	-0.185
123	-0.185
124	-0.215
125	0.010
126	0.575
127	1.185
128	0.960
129	-0.160
130	-0.740
131	-0.640
132	-0.350
133	-0.175
134	-0.145
135	-0.150
136	-0.145
137	-0.105
138	-0.120
139	-0.090
140	-0.085
141	-0.070
142	-0.040
143	-0.020
144	0.005
145	0.020
146	0.045
147	0.080
148	0.115
149	0.140
150	0.165
151	0.210
152	0.190
153	0.220
154	0.210
155	0.215
156	0.215
157	0.160
158	0.135
159	0.100
160	0.050
161	0.035
162	-0.005
163	0.005
164	-0.005
165	-0.015
166	-0.020
167	-0.010
168	0.000
169	-0.020
170	-0.005
171	-0.040
172	-0.035
173	-0.050
174	-0.040
175	-0.055
176	-0.075
177	-0.050
178	-0.075
179	-0.090
180	-0.080
181	-0.090
182	-0.080
183	-0.075
184	-0.085
185	-0.085
186	-0.095
187	-0.095
188	-0.105
189	-0.080
190	-0.115
191	-0.100
192	-0.095
193	-0.100
194	-0.075
195	-0.005
196	0.010
197	0.055
198	0.185
199	0.145
200	0.075
201	-0.005
202	-0.025
203	-0.110
204	-0.175
205	-0.180
206	-0.220
207	-0.175
208	-0.240
209	-0.030
210	0.530
211	1.210
212	1.220
213	-0.105
214	-0.795
215	-0.690
216	-0.375
217	-0.165
218	-0.155
219	-0.135
220	-0.150
221	-0.120
222	-0.120
223	-0.090
224	-0.095
225	-0.050
226	-0.050
227	-0.010
228	-0.005
229	0.030
230	0.080
231	0.075
232	0.145
233	0.155
234	0.200
235	0.200
236	0.240
237	0.235
238	0.245
239	0.245
240	0.215
241	0.180
242	0.150
243	0.090
244	0.035
245	0.025
246	0.000
247	-0.015
248	-0.030
249	0.000
250	-0.020
251	-0.005
252	-0.025
253	-0.030
254	-0.015
255	-0.010
256	-0.035
257	-0.040
258	-0.050
259	-0.045
260	-0.040
261	-0.075
262	-0.065
263	-0.095
264	-0.085
265	-0.085
266	-0.090
267	-0.100
268	-0.100
269	-0.080
270	-0.105
271	-0.105
272	-0.100
273	-0.105
274	-0.095
275	-0.100
276	-0.090
277	-0.035
278	0.010
279	0.035
280	0.070
281	0.190
282	0.125
283	0.045
284	-0.035
285	-0.060
286	-0.155
287	-0.210
288	-0.225
289	-0.200
290	-0.215
291	-0.265
292	0.070
293	0.865
294	1.495
295	0.625
296	-0.440
297	-0.815
298	-0.600
299	-0.310
300	-0.175
301	-0.180
302	-0.165
303	-0.135
304	-0.135
305	-0.115
306	-0.105
307	-0.085
308	-0.060
309	-0.030
310	-0.020
311	0.015
312	0.050
313	0.070
314	0.105
315	0.165
316	0.200
317	0.205
318	0.235
319	0.235
320	0.265
321	0.260
322	0.235
323	0.215
324	0.170
325	0.125
326	0.090
327	0.025
328	-0.015
329	-0.030
330	-0.035
331	-0.040
332	-0.040
333	-0.035
334	-0.040
335	-0.020
336	-0.040
337	-0.040
338	-0.030
339	-0.045
340	-0.065
341	-0.060
342	-0.060
343	-0.090
344	-0.080
345	-0.095
346	-0.085
347	-0.105
348	-0.090
349	-0.100
350	-0.105
351	-0.115
352	-0.100
353	-0.115
354	-0.110
355	-0.135
356	-0.095
